,LA_code,LA_name,GI_code,GI_categories,Religion_code_atheist,Religion_categories_atheist,Observation_atheist,Percentages_atheist,Total_counts_atheist,Total_atheist,Religion_code_christian,Religion_categories_christian,Observation_christian,Percentages_christian,Total_counts_christian,Total_christian,Religion_code,Religion_categories,Observation,Percentages,Total_counts_muslim,Total_muslim,Religion_code_other,Religion_categories_other,Observation_other,Percentages_other,Total_counts_other,Total_other,Religion_code_buddhist,Religion_categories_buddhist,Observation_buddhist,Percentages_buddhist,Total_counts_buddhist,Total_buddhist,Religion_code_jewish,Religion_categories_jewish,Observation_jewish,Percentages_jewish,Total_counts_jewish,Total_jewish,Religion_code_hindu,Religion_categories_hindu,Observation_hindu,Percentages_hindu,Total_counts_hindu,Total_hindu,Religion_code_sikh,Religion_categories_sikh,Observation_sikh,Percentages_sikh,Total_counts_sikh,Total_sikh
66,E07000028,Carlisle,3,Not answered,1,No religion,980,1.07,91348,36.510000000000005,2,Christian,1634,1.79,91348,56.04,6,Muslim,46,0.05,91348,0.7100000000000001,8,Other religion,22,0.02,91348,0.43000000000000005,3,Buddhist,17,0.02,91348,0.43000000000000005,5,Jewish,3,0.0,91348,0.43000000000000005,4,Hindu,9,0.01,91348,0.43000000000000005,7,Sikh,1,0.0,91348,0.43000000000000005
67,E07000029,Copeland,3,Not answered,1,No religion,484,0.86,56008,26.85,2,Christian,1123,2.01,56008,67.02,6,Muslim,16,0.03,56008,0.37,8,Other religion,15,0.03,56008,0.4,3,Buddhist,7,0.01,56008,0.4,5,Jewish,2,0.0,56008,0.4,4,Hindu,3,0.01,56008,0.4,7,Sikh,0,0.0,56008,0.4
68,E07000030,Eden,3,Not answered,1,No religion,472,1.01,46641,32.73,2,Christian,974,2.09,46641,60.31999999999999,6,Muslim,17,0.04,46641,0.31,8,Other religion,13,0.03,46641,0.49,3,Buddhist,5,0.01,46641,0.49,5,Jewish,3,0.01,46641,0.49,4,Hindu,2,0.0,46641,0.49,7,Sikh,1,0.0,46641,0.49
69,E07000031,South Lakeland,3,Not answered,1,No religion,989,1.1,89701,35.660000000000004,2,Christian,1512,1.69,89701,56.8,6,Muslim,16,0.02,89701,0.22,8,Other religion,32,0.04,89701,0.5,3,Buddhist,27,0.03,89701,0.5,5,Jewish,1,0.0,89701,0.5,4,Hindu,4,0.0,89701,0.5,7,Sikh,1,0.0,89701,0.5
70,E07000032,Amber Valley,3,Not answered,1,No religion,1381,1.31,105063,44.00000000000001,2,Christian,1907,1.82,105063,48.85,6,Muslim,14,0.01,105063,0.23,8,Other religion,46,0.04,105063,0.65,3,Buddhist,18,0.02,105063,0.65,5,Jewish,1,0.0,105063,0.65,4,Hindu,3,0.0,105063,0.65,7,Sikh,10,0.01,105063,0.65
71,E07000033,Bolsover,3,Not answered,1,No religion,858,1.29,66280,41.480000000000004,2,Christian,1241,1.87,66280,51.56,6,Muslim,9,0.01,66280,0.26,8,Other religion,27,0.04,66280,0.48,3,Buddhist,7,0.01,66280,0.48,5,Jewish,1,0.0,66280,0.48,4,Hindu,8,0.01,66280,0.48,7,Sikh,1,0.0,66280,0.48
72,E07000034,Chesterfield,3,Not answered,1,No religion,1075,1.25,86003,41.32,2,Christian,1555,1.81,86003,51.02,6,Muslim,77,0.09,86003,0.8099999999999999,8,Other religion,27,0.03,86003,0.56,3,Buddhist,13,0.02,86003,0.56,5,Jewish,3,0.0,86003,0.56,4,Hindu,14,0.02,86003,0.56,7,Sikh,2,0.0,86003,0.56
73,E07000035,Derbyshire Dales,3,Not answered,1,No religion,681,1.12,61057,35.4,2,Christian,1051,1.72,61057,57.58,6,Muslim,35,0.06,61057,0.34,8,Other religion,26,0.04,61057,0.5,3,Buddhist,8,0.01,61057,0.5,5,Jewish,1,0.0,61057,0.5,4,Hindu,0,0.0,61057,0.5,7,Sikh,3,0.0,61057,0.5
74,E07000036,Erewash,3,Not answered,1,No religion,1170,1.25,93525,46.650000000000006,2,Christian,1519,1.62,93525,45.93,6,Muslim,15,0.02,93525,0.39,8,Other religion,35,0.04,93525,0.6100000000000001,3,Buddhist,17,0.02,93525,0.6100000000000001,5,Jewish,1,0.0,93525,0.6100000000000001,4,Hindu,15,0.02,93525,0.6100000000000001,7,Sikh,10,0.01,93525,0.6100000000000001
75,E07000037,High Peak,3,Not answered,1,No religion,890,1.18,75659,41.85,2,Christian,1058,1.4,75659,51.160000000000004,6,Muslim,14,0.02,75659,0.24,8,Other religion,28,0.04,75659,0.6000000000000001,3,Buddhist,17,0.02,75659,0.6000000000000001,5,Jewish,2,0.0,75659,0.6000000000000001,4,Hindu,2,0.0,75659,0.6000000000000001,7,Sikh,1,0.0,75659,0.6000000000000001
76,E07000038,North East Derbyshire,3,Not answered,1,No religion,954,1.12,85274,38.989999999999995,2,Christian,1509,1.77,85274,54.38,6,Muslim,7,0.01,85274,0.27,8,Other religion,23,0.03,85274,0.44000000000000006,3,Buddhist,10,0.01,85274,0.44000000000000006,5,Jewish,2,0.0,85274,0.44000000000000006,4,Hindu,3,0.0,85274,0.44000000000000006,7,Sikh,2,0.0,85274,0.44000000000000006
77,E07000039,South Derbyshire,3,Not answered,1,No religion,885,1.02,86959,39.900000000000006,2,Christian,1375,1.58,86959,50.75,6,Muslim,28,0.03,86959,0.62,8,Other religion,23,0.03,86959,0.54,3,Buddhist,9,0.01,86959,0.54,5,Jewish,0,0.0,86959,0.54,4,Hindu,17,0.02,86959,0.54,7,Sikh,61,0.07,86959,0.54
78,E07000040,East Devon,3,Not answered,1,No religion,1467,1.15,127392,39.14,2,Christian,2368,1.86,127392,53.089999999999996,6,Muslim,7,0.01,127392,0.28,8,Other religion,51,0.04,127392,0.6000000000000001,3,Buddhist,30,0.02,127392,0.6000000000000001,5,Jewish,2,0.0,127392,0.6000000000000001,4,Hindu,8,0.01,127392,0.6000000000000001,7,Sikh,2,0.0,127392,0.6000000000000001
79,E07000041,Exeter,3,Not answered,1,No religion,1481,1.33,111331,47.050000000000004,2,Christian,1573,1.41,111331,41.599999999999994,6,Muslim,158,0.14,111331,1.79,8,Other religion,62,0.06,111331,0.74,3,Buddhist,41,0.04,111331,0.74,5,Jewish,7,0.01,111331,0.74,4,Hindu,20,0.02,111331,0.74,7,Sikh,1,0.0,111331,0.74
80,E07000042,Mid Devon,3,Not answered,1,No religion,875,1.28,68202,41.71,2,Christian,1200,1.76,68202,50.86,6,Muslim,3,0.0,68202,0.14,8,Other religion,37,0.05,68202,0.7100000000000001,3,Buddhist,15,0.02,68202,0.7100000000000001,5,Jewish,2,0.0,68202,0.7100000000000001,4,Hindu,7,0.01,68202,0.7100000000000001,7,Sikh,1,0.0,68202,0.7100000000000001
81,E07000043,North Devon,3,Not answered,1,No religion,1162,1.41,82195,41.8,2,Christian,1474,1.79,82195,50.22,6,Muslim,15,0.02,82195,0.39,8,Other religion,36,0.04,82195,0.65,3,Buddhist,22,0.03,82195,0.65,5,Jewish,3,0.0,82195,0.65,4,Hindu,6,0.01,82195,0.65,7,Sikh,2,0.0,82195,0.65
82,E07000044,South Hams,3,Not answered,1,No religion,924,1.23,74965,41.05,2,Christian,1049,1.4,74965,50.48,6,Muslim,24,0.03,74965,0.32000000000000006,8,Other religion,44,0.06,74965,0.9199999999999999,3,Buddhist,25,0.03,74965,0.9199999999999999,5,Jewish,4,0.01,74965,0.9199999999999999,4,Hindu,2,0.0,74965,0.9199999999999999,7,Sikh,5,0.01,74965,0.9199999999999999
83,E07000045,Teignbridge,3,Not answered,1,No religion,1552,1.37,113462,41.79,2,Christian,1902,1.68,113462,50.419999999999995,6,Muslim,16,0.01,113462,0.25,8,Other religion,52,0.05,113462,0.81,3,Buddhist,33,0.03,113462,0.81,5,Jewish,4,0.0,113462,0.81,4,Hindu,10,0.01,113462,0.81,7,Sikh,0,0.0,113462,0.81
84,E07000046,Torridge,3,Not answered,1,No religion,813,1.41,57558,40.239999999999995,2,Christian,1048,1.82,57558,51.970000000000006,6,Muslim,12,0.02,57558,0.13999999999999999,8,Other religion,37,0.06,57558,0.71,3,Buddhist,11,0.02,57558,0.71,5,Jewish,2,0.0,57558,0.71,4,Hindu,3,0.01,57558,0.71,7,Sikh,0,0.0,57558,0.71
85,E07000047,West Devon,3,Not answered,1,No religion,636,1.32,48360,39.0,2,Christian,896,1.85,48360,53.11000000000001,6,Muslim,2,0.0,48360,0.2,8,Other religion,37,0.08,48360,0.9,3,Buddhist,14,0.03,48360,0.9,5,Jewish,3,0.01,48360,0.9,4,Hindu,2,0.0,48360,0.9,7,Sikh,1,0.0,48360,0.9
86,E07000061,Eastbourne,3,Not answered,1,No religion,1122,1.33,84576,40.58,2,Christian,1506,1.78,84576,48.85,6,Muslim,131,0.15,84576,1.8699999999999999,8,Other religion,36,0.04,84576,0.8,3,Buddhist,46,0.05,84576,0.8,5,Jewish,12,0.01,84576,0.8,4,Hindu,23,0.03,84576,0.8,7,Sikh,0,0.0,84576,0.8
87,E07000062,Hastings,3,Not answered,1,No religion,1318,1.76,74706,48.419999999999995,2,Christian,1141,1.53,74706,40.94,6,Muslim,100,0.13,74706,1.5899999999999999,8,Other religion,73,0.1,74706,1.01,3,Buddhist,23,0.03,74706,1.01,5,Jewish,10,0.01,74706,1.01,4,Hindu,17,0.02,74706,1.01,7,Sikh,4,0.01,74706,1.01
88,E07000063,Lewes,3,Not answered,1,No religion,1116,1.34,83224,44.980000000000004,2,Christian,1171,1.41,83224,46.019999999999996,6,Muslim,61,0.07,83224,0.72,8,Other religion,53,0.06,83224,0.8300000000000001,3,Buddhist,32,0.04,83224,0.8300000000000001,5,Jewish,9,0.01,83224,0.8300000000000001,4,Hindu,8,0.01,83224,0.8300000000000001,7,Sikh,2,0.0,83224,0.8300000000000001
89,E07000064,Rother,3,Not answered,1,No religion,969,1.22,79486,37.94,2,Christian,1455,1.83,79486,53.660000000000004,6,Muslim,14,0.02,79486,0.49,8,Other religion,42,0.05,79486,0.6000000000000001,3,Buddhist,23,0.03,79486,0.6000000000000001,5,Jewish,6,0.01,79486,0.6000000000000001,4,Hindu,5,0.01,79486,0.6000000000000001,7,Sikh,0,0.0,79486,0.6000000000000001
90,E07000065,Wealden,3,Not answered,1,No religion,1457,1.09,133646,39.400000000000006,2,Christian,2040,1.53,133646,52.31,6,Muslim,33,0.02,133646,0.44,8,Other religion,81,0.06,133646,0.9199999999999999,3,Buddhist,26,0.02,133646,0.9199999999999999,5,Jewish,6,0.0,133646,0.9199999999999999,4,Hindu,13,0.01,133646,0.9199999999999999,7,Sikh,1,0.0,133646,0.9199999999999999
91,E07000066,Basildon,3,Not answered,1,No religion,1603,1.08,148662,41.23,2,Christian,2378,1.6,148662,49.629999999999995,6,Muslim,124,0.08,148662,1.57,8,Other religion,48,0.03,148662,0.44999999999999996,3,Buddhist,33,0.02,148662,0.44999999999999996,5,Jewish,14,0.01,148662,0.44999999999999996,4,Hindu,102,0.07,148662,0.44999999999999996,7,Sikh,12,0.01,148662,0.44999999999999996
92,E07000067,Braintree,3,Not answered,1,No religion,1410,1.11,126571,41.97,2,Christian,1856,1.47,126571,50.269999999999996,6,Muslim,65,0.05,126571,0.5700000000000001,8,Other religion,34,0.03,126571,0.5,3,Buddhist,30,0.02,126571,0.5,5,Jewish,2,0.0,126571,0.5,4,Hindu,27,0.02,126571,0.5,7,Sikh,2,0.0,126571,0.5
93,E07000068,Brentwood,3,Not answered,1,No religion,586,0.93,62867,32.32,2,Christian,999,1.59,62867,57.27,6,Muslim,53,0.08,62867,1.3800000000000001,8,Other religion,17,0.03,62867,0.38,3,Buddhist,13,0.02,62867,0.38,5,Jewish,5,0.01,62867,0.38,4,Hindu,55,0.09,62867,0.38,7,Sikh,2,0.0,62867,0.38
94,E07000069,Castle Point,3,Not answered,1,No religion,854,1.15,74409,40.11,2,Christian,1189,1.6,74409,52.43,6,Muslim,28,0.04,74409,0.6900000000000001,8,Other religion,14,0.02,74409,0.44,3,Buddhist,7,0.01,74409,0.44,5,Jewish,63,0.08,74409,0.44,4,Hindu,29,0.04,74409,0.44,7,Sikh,1,0.0,74409,0.44
95,E07000070,Chelmsford,3,Not answered,1,No religion,1506,1.02,147736,39.2,2,Christian,2187,1.48,147736,50.5,6,Muslim,150,0.1,147736,1.7300000000000002,8,Other religion,50,0.03,147736,0.44999999999999996,3,Buddhist,34,0.02,147736,0.44999999999999996,5,Jewish,7,0.0,147736,0.44999999999999996,4,Hindu,90,0.06,147736,0.44999999999999996,7,Sikh,4,0.0,147736,0.44999999999999996
96,E07000071,Colchester,3,Not answered,1,No religion,1929,1.23,156344,41.99999999999999,2,Christian,2213,1.42,156344,46.980000000000004,6,Muslim,212,0.14,156344,1.83,8,Other religion,63,0.04,156344,0.67,3,Buddhist,52,0.03,156344,0.67,5,Jewish,15,0.01,156344,0.67,4,Hindu,77,0.05,156344,0.67,7,Sikh,17,0.01,156344,0.67
97,E07000072,Epping Forest,3,Not answered,1,No religion,1039,0.95,109935,31.639999999999997,2,Christian,1844,1.68,109935,51.550000000000004,6,Muslim,191,0.17,109935,3.14,8,Other religion,52,0.05,109935,0.66,3,Buddhist,21,0.02,109935,0.66,5,Jewish,52,0.05,109935,0.66,4,Hindu,84,0.08,109935,0.66,7,Sikh,63,0.06,109935,0.66
98,E07000073,Harlow,3,Not answered,1,No religion,910,1.24,73104,41.54,2,Christian,1362,1.86,73104,47.14,6,Muslim,200,0.27,73104,3.42,8,Other religion,41,0.06,73104,0.74,3,Buddhist,19,0.03,73104,0.74,5,Jewish,6,0.01,73104,0.74,4,Hindu,27,0.04,73104,0.74,7,Sikh,1,0.0,73104,0.74
99,E07000074,Maldon,3,Not answered,1,No religion,604,1.09,55427,40.38,2,Christian,716,1.29,55427,52.62,6,Muslim,13,0.02,55427,0.43000000000000005,8,Other religion,18,0.03,55427,0.45999999999999996,3,Buddhist,8,0.01,55427,0.45999999999999996,5,Jewish,2,0.0,55427,0.45999999999999996,4,Hindu,5,0.01,55427,0.45999999999999996,7,Sikh,1,0.0,55427,0.45999999999999996
100,E07000075,Rochford,3,Not answered,1,No religion,639,0.9,70712,41.45,2,Christian,888,1.26,70712,51.209999999999994,6,Muslim,14,0.02,70712,0.43,8,Other religion,17,0.02,70712,0.43000000000000005,3,Buddhist,4,0.01,70712,0.43000000000000005,5,Jewish,3,0.0,70712,0.43000000000000005,4,Hindu,12,0.02,70712,0.43000000000000005,7,Sikh,1,0.0,70712,0.43000000000000005
101,E07000076,Tendring,3,Not answered,1,No religion,1707,1.37,124891,39.41,2,Christian,2593,2.08,124891,53.14,6,Muslim,35,0.03,124891,0.38,8,Other religion,42,0.03,124891,0.52,3,Buddhist,25,0.02,124891,0.52,5,Jewish,14,0.01,124891,0.52,4,Hindu,24,0.02,124891,0.52,7,Sikh,3,0.0,124891,0.52
102,E07000077,Uttlesford,3,Not answered,1,No religion,705,0.96,73515,38.910000000000004,2,Christian,1007,1.37,73515,52.99,6,Muslim,17,0.02,73515,0.68,8,Other religion,42,0.06,73515,0.47000000000000003,3,Buddhist,21,0.03,73515,0.47000000000000003,5,Jewish,7,0.01,73515,0.47000000000000003,4,Hindu,19,0.03,73515,0.47000000000000003,7,Sikh,1,0.0,73515,0.47000000000000003
103,E07000078,Cheltenham,3,Not answered,1,No religion,1213,1.23,98433,43.11,2,Christian,1396,1.42,98433,47.28,6,Muslim,94,0.1,98433,1.2300000000000002,8,Other religion,31,0.03,98433,0.6000000000000001,3,Buddhist,35,0.04,98433,0.6000000000000001,5,Jewish,6,0.01,98433,0.6000000000000001,4,Hindu,66,0.07,98433,0.6000000000000001,7,Sikh,6,0.01,98433,0.6000000000000001
104,E07000079,Cotswold,3,Not answered,1,No religion,655,0.86,76314,34.77,2,Christian,1212,1.59,76314,57.86,6,Muslim,21,0.03,76314,0.24,8,Other religion,44,0.06,76314,0.51,3,Buddhist,14,0.02,76314,0.51,5,Jewish,2,0.0,76314,0.51,4,Hindu,4,0.01,76314,0.51,7,Sikh,0,0.0,76314,0.51
105,E07000080,Forest of Dean,3,Not answered,1,No religion,882,1.21,73048,38.91,2,Christian,1357,1.86,73048,53.43,6,Muslim,16,0.02,73048,0.23,8,Other religion,34,0.05,73048,0.66,3,Buddhist,8,0.01,73048,0.66,5,Jewish,2,0.0,73048,0.66,4,Hindu,10,0.01,73048,0.66,7,Sikh,2,0.0,73048,0.66
106,E07000081,Gloucester,3,Not answered,1,No religion,1277,1.19,106941,37.89,2,Christian,1900,1.78,106941,50.12,6,Muslim,324,0.3,106941,4.08,8,Other religion,53,0.05,106941,0.56,3,Buddhist,23,0.02,106941,0.56,5,Jewish,0,0.0,106941,0.56,4,Hindu,41,0.04,106941,0.56,7,Sikh,10,0.01,106941,0.56
107,E07000082,Stroud,3,Not answered,1,No religion,1206,1.2,100191,41.730000000000004,2,Christian,1571,1.57,100191,50.120000000000005,6,Muslim,21,0.02,100191,0.27,8,Other religion,54,0.05,100191,0.8400000000000001,3,Buddhist,21,0.02,100191,0.8400000000000001,5,Jewish,6,0.01,100191,0.8400000000000001,4,Hindu,2,0.0,100191,0.8400000000000001,7,Sikh,2,0.0,100191,0.8400000000000001
108,E07000083,Tewkesbury,3,Not answered,1,No religion,791,1.02,77352,38.2,2,Christian,1230,1.59,77352,53.85,6,Muslim,22,0.03,77352,0.45999999999999996,8,Other religion,16,0.02,77352,0.49000000000000005,3,Buddhist,16,0.02,77352,0.49000000000000005,5,Jewish,2,0.0,77352,0.49000000000000005,4,Hindu,26,0.03,77352,0.49000000000000005,7,Sikh,6,0.01,77352,0.49000000000000005
109,E07000084,Basingstoke and Deane,3,Not answered,1,No religion,1598,1.07,149805,41.48,2,Christian,1855,1.24,149805,47.9,6,Muslim,172,0.11,149805,1.2400000000000002,8,Other religion,77,0.05,149805,0.7100000000000001,3,Buddhist,47,0.03,149805,0.7100000000000001,5,Jewish,7,0.0,149805,0.7100000000000001,4,Hindu,163,0.11,149805,0.7100000000000001,7,Sikh,8,0.01,149805,0.7100000000000001
110,E07000085,East Hampshire,3,Not answered,1,No religion,1058,1.02,103831,38.67,2,Christian,1510,1.45,103831,53.61000000000001,6,Muslim,51,0.05,103831,0.53,8,Other religion,39,0.04,103831,0.53,3,Buddhist,16,0.02,103831,0.53,5,Jewish,5,0.0,103831,0.53,4,Hindu,21,0.02,103831,0.53,7,Sikh,1,0.0,103831,0.53
111,E07000086,Eastleigh,3,Not answered,1,No religion,1191,1.08,110334,42.29,2,Christian,1319,1.2,110334,48.800000000000004,6,Muslim,51,0.05,110334,0.9,8,Other religion,34,0.03,110334,0.51,3,Buddhist,26,0.02,110334,0.51,5,Jewish,2,0.0,110334,0.51,4,Hindu,51,0.05,110334,0.51,7,Sikh,51,0.05,110334,0.51
112,E07000087,Fareham,3,Not answered,1,No religion,995,1.04,95638,40.61,2,Christian,1216,1.27,95638,52.28,6,Muslim,27,0.03,95638,0.55,8,Other religion,31,0.03,95638,0.49,3,Buddhist,14,0.01,95638,0.49,5,Jewish,3,0.0,95638,0.49,4,Hindu,13,0.01,95638,0.49,7,Sikh,2,0.0,95638,0.49
113,E07000088,Gosport,3,Not answered,1,No religion,743,1.11,67212,44.690000000000005,2,Christian,885,1.32,67212,48.44,6,Muslim,13,0.02,67212,0.49000000000000005,8,Other religion,27,0.04,67212,0.7400000000000001,3,Buddhist,11,0.02,67212,0.7400000000000001,5,Jewish,1,0.0,67212,0.7400000000000001,4,Hindu,21,0.03,67212,0.7400000000000001,7,Sikh,0,0.0,67212,0.7400000000000001
114,E07000089,Hart,3,Not answered,1,No religion,684,0.85,80328,38.92,2,Christian,938,1.17,80328,52.35,6,Muslim,23,0.03,80328,0.7200000000000001,8,Other religion,28,0.03,80328,0.45999999999999996,3,Buddhist,32,0.04,80328,0.45999999999999996,5,Jewish,3,0.0,80328,0.45999999999999996,4,Hindu,51,0.06,80328,0.45999999999999996,7,Sikh,3,0.0,80328,0.45999999999999996
115,E07000090,Havant,3,Not answered,1,No religion,1290,1.25,102864,43.68,2,Christian,1442,1.4,102864,49.07,6,Muslim,23,0.02,102864,0.45,8,Other religion,36,0.03,102864,0.5700000000000001,3,Buddhist,16,0.02,102864,0.5700000000000001,5,Jewish,6,0.01,102864,0.5700000000000001,4,Hindu,23,0.02,102864,0.5700000000000001,7,Sikh,6,0.01,102864,0.5700000000000001
116,E07000091,New Forest,3,Not answered,1,No religion,1649,1.11,148744,37.769999999999996,2,Christian,2495,1.68,148744,54.64,6,Muslim,33,0.02,148744,0.29000000000000004,8,Other religion,55,0.04,148744,0.62,3,Buddhist,22,0.01,148744,0.62,5,Jewish,5,0.0,148744,0.62,4,Hindu,13,0.01,148744,0.62,7,Sikh,4,0.0,148744,0.62
117,E07000092,Rushmoor,3,Not answered,1,No religion,847,1.05,80874,36.059999999999995,2,Christian,991,1.23,80874,43.91,6,Muslim,144,0.18,80874,2.09,8,Other religion,64,0.08,80874,1.3900000000000001,3,Buddhist,321,0.4,80874,1.3900000000000001,5,Jewish,5,0.01,80874,1.3900000000000001,4,Hindu,296,0.37,80874,1.3900000000000001,7,Sikh,7,0.01,80874,1.3900000000000001
118,E07000093,Test Valley,3,Not answered,1,No religion,1174,1.1,106749,38.28,2,Christian,1520,1.42,106749,53.22,6,Muslim,38,0.04,106749,0.78,8,Other religion,32,0.03,106749,0.52,3,Buddhist,23,0.02,106749,0.52,5,Jewish,4,0.0,106749,0.52,4,Hindu,38,0.04,106749,0.52,7,Sikh,20,0.02,106749,0.52
119,E07000094,Winchester,3,Not answered,1,No religion,971,0.93,104753,40.43,2,Christian,1296,1.24,104753,50.550000000000004,6,Muslim,27,0.03,104753,0.64,8,Other religion,41,0.04,104753,0.5900000000000001,3,Buddhist,31,0.03,104753,0.5900000000000001,5,Jewish,5,0.0,104753,0.5900000000000001,4,Hindu,37,0.04,104753,0.5900000000000001,7,Sikh,2,0.0,104753,0.5900000000000001
120,E07000095,Broxbourne,3,Not answered,1,No religion,814,1.02,79443,31.36,2,Christian,1537,1.93,79443,55.339999999999996,6,Muslim,205,0.26,79443,3.8599999999999994,8,Other religion,126,0.16,79443,1.5699999999999998,3,Buddhist,18,0.02,79443,1.5699999999999998,5,Jewish,2,0.0,79443,1.5699999999999998,4,Hindu,34,0.04,79443,1.5699999999999998,7,Sikh,2,0.0,79443,1.5699999999999998
121,E07000096,Dacorum,3,Not answered,1,No religion,1400,1.13,123777,39.29,2,Christian,1777,1.44,123777,48.629999999999995,6,Muslim,257,0.21,123777,2.76,8,Other religion,57,0.05,123777,0.52,3,Buddhist,20,0.02,123777,0.52,5,Jewish,22,0.02,123777,0.52,4,Hindu,90,0.07,123777,0.52,7,Sikh,10,0.01,123777,0.52
122,E07000098,Hertsmere,3,Not answered,1,No religion,762,0.88,86195,23.88,2,Christian,1477,1.71,86195,43.33,6,Muslim,145,0.17,86195,3.38,8,Other religion,66,0.08,86195,1.07,3,Buddhist,28,0.03,86195,1.07,5,Jewish,218,0.25,86195,1.07,4,Hindu,203,0.24,86195,1.07,7,Sikh,17,0.02,86195,1.07
123,E07000099,North Hertfordshire,3,Not answered,1,No religion,1212,1.12,107746,42.37,2,Christian,1388,1.29,107746,46.31999999999999,6,Muslim,79,0.07,107746,1.33,8,Other religion,45,0.04,107746,0.62,3,Buddhist,33,0.03,107746,0.62,5,Jewish,10,0.01,107746,0.62,4,Hindu,52,0.05,107746,0.62,7,Sikh,95,0.09,107746,0.62
124,E07000102,Three Rivers,3,Not answered,1,No religion,696,0.93,75004,29.94,2,Christian,1059,1.41,75004,49.32999999999999,6,Muslim,138,0.18,75004,3.33,8,Other religion,36,0.05,75004,0.9900000000000001,3,Buddhist,17,0.02,75004,0.9900000000000001,5,Jewish,32,0.04,75004,0.9900000000000001,4,Hindu,259,0.35,75004,0.9900000000000001,7,Sikh,22,0.03,75004,0.9900000000000001
125,E07000103,Watford,3,Not answered,1,No religion,735,0.91,80963,25.18,2,Christian,1628,2.01,80963,46.17,6,Muslim,639,0.79,80963,11.420000000000002,8,Other religion,65,0.08,80963,0.85,3,Buddhist,29,0.04,80963,0.85,5,Jewish,14,0.02,80963,0.85,4,Hindu,357,0.44,80963,0.85,7,Sikh,24,0.03,80963,0.85
126,E07000105,Ashford,3,Not answered,1,No religion,1184,1.11,106771,38.06,2,Christian,1591,1.49,106771,50.410000000000004,6,Muslim,93,0.09,106771,1.34,8,Other religion,101,0.09,106771,1.27,3,Buddhist,70,0.07,106771,1.27,5,Jewish,7,0.01,106771,1.27,4,Hindu,106,0.1,106771,1.27,7,Sikh,4,0.0,106771,1.27
127,E07000106,Canterbury,3,Not answered,1,No religion,1498,1.13,132773,39.99,2,Christian,1939,1.46,132773,48.660000000000004,6,Muslim,109,0.08,132773,1.6700000000000002,8,Other religion,72,0.05,132773,0.79,3,Buddhist,40,0.03,132773,0.79,5,Jewish,8,0.01,132773,0.79,4,Hindu,56,0.04,132773,0.79,7,Sikh,6,0.0,132773,0.79
128,E07000107,Dartford,3,Not answered,1,No religion,886,0.98,90696,35.18999999999999,2,Christian,1449,1.6,90696,50.37,6,Muslim,182,0.2,90696,2.93,8,Other religion,50,0.06,90696,0.44,3,Buddhist,35,0.04,90696,0.44,5,Jewish,4,0.0,90696,0.44,4,Hindu,175,0.19,90696,0.44,7,Sikh,57,0.06,90696,0.44
129,E07000108,Dover,3,Not answered,1,No religion,1198,1.25,96132,39.47,2,Christian,1577,1.64,96132,52.72,6,Muslim,37,0.04,96132,0.54,8,Other religion,58,0.06,96132,0.6300000000000001,3,Buddhist,38,0.04,96132,0.6300000000000001,5,Jewish,5,0.01,96132,0.6300000000000001,4,Hindu,36,0.04,96132,0.6300000000000001,7,Sikh,6,0.01,96132,0.6300000000000001
130,E07000109,Gravesham,3,Not answered,1,No religion,799,0.95,84550,30.22,2,Christian,1488,1.76,84550,51.7,6,Muslim,113,0.13,84550,2.5799999999999996,8,Other religion,45,0.05,84550,0.67,3,Buddhist,23,0.03,84550,0.67,5,Jewish,2,0.0,84550,0.67,4,Hindu,46,0.05,84550,0.67,7,Sikh,273,0.32,84550,0.67
131,E07000110,Maidstone,3,Not answered,1,No religion,1600,1.13,142134,37.7,2,Christian,2294,1.61,142134,51.92,6,Muslim,201,0.14,142134,1.58,8,Other religion,92,0.06,142134,0.73,3,Buddhist,71,0.05,142134,0.73,5,Jewish,10,0.01,142134,0.73,4,Hindu,129,0.09,142134,0.73,7,Sikh,8,0.01,142134,0.73
132,E07000111,Sevenoaks,3,Not answered,1,No religion,1013,1.05,96605,37.48,2,Christian,1470,1.52,96605,54.14,6,Muslim,46,0.05,96605,0.81,8,Other religion,21,0.02,96605,0.39,3,Buddhist,20,0.02,96605,0.39,5,Jewish,4,0.0,96605,0.39,4,Hindu,23,0.02,96605,0.39,7,Sikh,7,0.01,96605,0.39
133,E07000112,Folkestone and Hythe,3,Not answered,1,No religion,1057,1.15,91552,38.89,2,Christian,1351,1.48,91552,50.97,6,Muslim,55,0.06,91552,0.8800000000000001,8,Other religion,63,0.07,91552,0.99,3,Buddhist,72,0.08,91552,0.99,5,Jewish,5,0.01,91552,0.99,4,Hindu,94,0.1,91552,0.99,7,Sikh,4,0.0,91552,0.99
134,E07000113,Swale,3,Not answered,1,No religion,1452,1.19,121995,41.879999999999995,2,Christian,1888,1.55,121995,50.66,6,Muslim,95,0.08,121995,0.95,8,Other religion,33,0.03,121995,0.5,3,Buddhist,19,0.02,121995,0.5,5,Jewish,7,0.01,121995,0.5,4,Hindu,34,0.03,121995,0.5,7,Sikh,5,0.0,121995,0.5
