LA_code,LA_name,SO_code,SO_categories,Observation_x,Percentages,Non-response_rate,region_x,Observation_y,Observation_total,Percentage,region_y,Urb_Rur
E07000195,Newcastle-under-Lyme,5,Not answered,6939,6.724945000629949,6.724945000629949,West Midlands,4161,123305,3.374559020315478,West Midlands,Predominantly Urban
E07000196,South Staffordshire,5,Not answered,5100,5.462022876236987,5.462022876236987,West Midlands,1306,110470,1.1822214175794332,West Midlands,Urban with Significant Rural
E07000197,Stafford,5,Not answered,7091,6.241198422757358,6.241198422757358,West Midlands,4678,136867,3.4179166636223486,West Midlands,Urban with Significant Rural
E07000198,Staffordshire Moorlands,5,Not answered,5095,6.301403747449137,6.301403747449137,West Midlands,823,95847,0.8586601562907551,West Midlands,Predominantly Rural
E07000199,Tamworth,5,Not answered,3573,5.600928001504867,5.600928001504867,West Midlands,3293,78649,4.1869572403972075,West Midlands,Predominantly Urban
E07000200,Babergh,5,Not answered,5297,6.8456150326966325,6.8456150326966325,East of England,1561,92343,1.6904367412797938,East of England,Predominantly Rural
E07000202,Ipswich,5,Not answered,8714,7.792045210673153,7.792045210673153,East of England,15836,139649,11.339859218469162,East of England,Predominantly Urban
E07000203,Mid Suffolk,5,Not answered,5306,6.148106091329386,6.148106091329386,East of England,1482,102698,1.443066077236168,East of England,Predominantly Rural
E07000207,Elmbridge,5,Not answered,7180,6.600902797569249,6.600902797569249,South East,9189,138757,6.622368601223721,South East,Predominantly Urban
E07000208,Epsom and Ewell,5,Not answered,4474,6.924946213258626,6.924946213258626,South East,7017,80942,8.669170517160437,South East,Predominantly Urban
E07000209,Guildford,5,Not answered,9225,7.728784591023718,7.728784591023718,South East,11299,143646,7.865864695153363,South East,Predominantly Urban
E07000210,Mole Valley,5,Not answered,4645,6.420978421641946,6.420978421641946,South East,3113,87388,3.562273996429716,South East,Urban with Significant Rural
E07000211,Reigate and Banstead,5,Not answered,8051,6.701962057454902,6.701962057454902,South East,9066,150849,6.009983493427202,South East,Predominantly Urban
E07000212,Runnymede,5,Not answered,5797,7.971562547269702,7.971562547269702,South East,6960,88077,7.902176504649342,South East,Predominantly Urban
E07000213,Spelthorne,5,Not answered,5904,7.082363666898586,7.082363666898586,South East,10022,102953,9.734539061513505,South East,Predominantly Urban
E07000214,Surrey Heath,5,Not answered,4465,6.051447468285807,6.051447468285807,South East,5726,90449,6.330639365830468,South East,Predominantly Urban
E07000215,Tandridge,5,Not answered,4664,6.585152345183971,6.585152345183971,South East,2625,87874,2.987231718141885,South East,Urban with Significant Rural
E07000216,Waverley,5,Not answered,6859,6.618356555637038,6.618356555637038,South East,4552,128223,3.5500651209221434,South East,Predominantly Rural
E07000217,Woking,5,Not answered,5456,6.574919862138777,6.574919862138777,South East,11221,103945,10.795132040983212,South East,Predominantly Urban
E07000218,North Warwickshire,5,Not answered,3134,5.814687001372964,5.814687001372964,West Midlands,1263,65030,1.9421805320621253,West Midlands,Predominantly Rural
E07000219,Nuneaton and Bedworth,5,Not answered,6919,6.371790621431465,6.371790621431465,West Midlands,9552,134205,7.117469542863529,West Midlands,Predominantly Urban
E07000220,Rugby,5,Not answered,6417,6.960851313091868,6.960851313091868,West Midlands,12748,114360,11.147254284714936,West Midlands,Predominantly Urban
E07000221,Stratford-on-Avon,5,Not answered,7047,6.256270030806381,6.256270030806381,West Midlands,4448,134728,3.3014666587494808,West Midlands,Predominantly Rural
E07000222,Warwick,5,Not answered,8391,6.808003115568105,6.808003115568105,West Midlands,12087,148453,8.141970859463939,West Midlands,Predominantly Urban
E07000223,Adur,5,Not answered,3426,6.469888391592544,6.469888391592544,South East,1971,64542,3.0538254160081806,South East,Predominantly Urban
E07000224,Arun,5,Not answered,9888,7.08558161532343,7.08558161532343,South East,9469,164889,5.742651116811916,South East,Predominantly Urban
E07000225,Chichester,5,Not answered,6871,6.561995625972934,6.561995625972934,South East,4014,124070,3.23527041186427,South East,Predominantly Rural
E07000226,Crawley,5,Not answered,6752,7.216065149782514,7.216065149782514,South East,17852,118501,15.064851773402758,South East,Predominantly Urban
E07000227,Horsham,5,Not answered,7497,6.213172223465354,6.213172223465354,South East,4825,146775,3.2873445750298074,South East,Predominantly Rural
E07000228,Mid Sussex,5,Not answered,7792,6.318777115517172,6.318777115517172,South East,5951,152563,3.9006836519995014,South East,Predominantly Urban
E07000229,Worthing,5,Not answered,6786,7.3478138467202285,7.3478138467202285,South East,5762,111331,5.1755575715658715,South East,Predominantly Urban
E07000234,Bromsgrove,5,Not answered,4840,5.968087992305605,5.968087992305605,West Midlands,1479,99183,1.4911829648226007,West Midlands,Predominantly Urban
E07000235,Malvern Hills,5,Not answered,4656,6.9368295589988085,6.9368295589988085,West Midlands,1475,79482,1.8557660854029843,West Midlands,Predominantly Rural
E07000236,Redditch,5,Not answered,4499,6.40417929993879,6.40417929993879,West Midlands,6396,87033,7.348936610251284,West Midlands,Predominantly Urban
E07000237,Worcester,5,Not answered,6133,7.164133774107258,7.164133774107258,West Midlands,7819,103869,7.527751302120941,West Midlands,Predominantly Urban
E07000238,Wychavon,5,Not answered,6809,6.149858198305605,6.149858198305605,West Midlands,6065,132486,4.577842187099014,West Midlands,Predominantly Rural
E07000239,Wyre Forest,5,Not answered,5845,6.912006433073567,6.912006433073567,West Midlands,2331,101608,2.2941106999448864,West Midlands,Urban with Significant Rural
E07000240,St Albans,5,Not answered,7671,6.607804289775173,6.607804289775173,East of England,9070,148164,6.121594989336141,East of England,Predominantly Urban
E07000241,Welwyn Hatfield,5,Not answered,7543,7.737680029543309,7.737680029543309,East of England,12156,119833,10.144117229811487,East of England,Predominantly Urban
E07000242,East Hertfordshire,5,Not answered,7634,6.301279405695419,6.301279405695419,East of England,6692,150155,4.456728047684059,East of England,Urban with Significant Rural
E07000243,Stevenage,5,Not answered,4717,6.621651973721152,6.621651973721152,East of England,7024,89492,7.8487462566486395,East of England,Predominantly Urban
E07000244,East Suffolk,5,Not answered,14893,7.204465965876383,7.204465965876383,East of England,4973,246054,2.0211010591171044,East of England,Not specified
E07000245,West Suffolk,5,Not answered,10275,6.936615201820059,6.936615201820059,East of England,9769,179953,5.428639700366207,East of England,Not specified
E07000246,Somerset West and Taunton,5,Not answered,9865,7.513671607232624,7.513671607232624,South West,6837,157440,4.342606707317073,South West,Not specified
E08000001,Bolton,5,Not answered,15931,6.85823754789272,6.85823754789272,North West,31208,295956,10.5448107151063,North West,Predominantly Urban
E08000002,Bury,5,Not answered,10202,6.587332846913277,6.587332846913277,North West,12257,193857,6.322701785336614,North West,Predominantly Urban
E08000003,Manchester,5,Not answered,38162,8.71362094082081,8.71362094082081,North West,97194,551940,17.60952277421459,North West,Predominantly Urban
E08000004,Oldham,5,Not answered,13594,7.268158366081215,7.268158366081215,North West,24819,242075,10.252607662914386,North West,Predominantly Urban
E08000005,Rochdale,5,Not answered,11711,6.6941421254801545,6.6941421254801545,North West,20363,223774,9.099806054322665,North West,Predominantly Urban
E08000006,Salford,5,Not answered,17230,7.94291061805341,7.94291061805341,North West,29504,269921,10.930605621644851,North West,Predominantly Urban
E08000007,Stockport,5,Not answered,14335,5.99979072930836,5.99979072930836,North West,12253,294774,4.15674381051246,North West,Predominantly Urban
E08000008,Tameside,5,Not answered,10985,5.9335079806627595,5.9335079806627595,North West,13171,231079,5.699782325525036,North West,Predominantly Urban
E08000009,Trafford,5,Not answered,11519,6.187987171704691,6.187987171704691,North West,16277,235049,6.924939055260817,North West,Predominantly Urban
E08000010,Wigan,5,Not answered,14795,5.506263630747244,5.506263630747244,North West,11192,329333,3.398384006461545,North West,Predominantly Urban
E08000011,Knowsley,5,Not answered,7082,5.697551870891962,5.697551870891962,North West,4509,154527,2.9179366712613333,North West,Predominantly Urban
E08000012,Liverpool,5,Not answered,30444,7.553817600762231,7.553817600762231,North West,44987,486087,9.254927615838318,North West,Predominantly Urban
E08000013,St. Helens,5,Not answered,8217,5.457189915787796,5.457189915787796,North West,4946,183253,2.6990008349112973,North West,Predominantly Urban
E08000014,Sefton,5,Not answered,14151,6.089358790648439,6.089358790648439,North West,9647,279226,3.454907494287781,North West,Predominantly Urban
E08000015,Wirral,5,Not answered,16958,6.469827438203191,6.469827438203191,North West,7236,320201,2.259830543939588,North West,Predominantly Urban
E08000016,Barnsley,5,Not answered,11638,5.825145528532602,5.825145528532602,Yorkshire and The Humber,10134,244572,4.143565085128306,Yorkshire and The Humber,Predominantly Urban
E08000017,Doncaster,5,Not answered,16449,6.555345222676098,6.555345222676098,Yorkshire and The Humber,21578,308098,7.003615732656493,Yorkshire and The Humber,Predominantly Urban
E08000018,Rotherham,5,Not answered,13007,6.033686964508543,6.033686964508543,Yorkshire and The Humber,10656,265810,4.008878522252736,Yorkshire and The Humber,Predominantly Urban
E08000019,Sheffield,5,Not answered,35889,7.866082191780823,7.866082191780823,Yorkshire and The Humber,47330,556519,8.504651233830291,Yorkshire and The Humber,Predominantly Urban
E08000021,Newcastle upon Tyne,5,Not answered,18886,7.601529482793319,7.601529482793319,North East,30894,300125,10.293710953769262,North East,Predominantly Urban
E08000022,North Tyneside,5,Not answered,8968,5.228788656187322,5.228788656187322,North East,4981,208970,2.383595731444705,North East,Predominantly Urban
E08000023,South Tyneside,5,Not answered,6502,5.3606173531642645,5.3606173531642645,North East,3236,147775,2.189815598037557,North East,Predominantly Urban
E08000024,Sunderland,5,Not answered,12082,5.344338725444661,5.344338725444661,North East,6887,274173,2.511917657829181,North East,Predominantly Urban
E08000025,Birmingham,5,Not answered,83766,9.415888060573906,9.415888060573906,West Midlands,171460,1144917,14.975758068052095,West Midlands,Predominantly Urban
E08000026,Coventry,5,Not answered,24490,8.845210620031567,8.845210620031567,West Midlands,58334,345326,16.892443661931043,West Midlands,Predominantly Urban
E08000027,Dudley,5,Not answered,18481,7.040702813080979,7.040702813080979,West Midlands,13922,323482,4.303794337861149,West Midlands,Predominantly Urban
E08000028,Sandwell,5,Not answered,22385,8.41443290443595,8.41443290443595,West Midlands,54042,341835,15.809381719250515,West Midlands,Predominantly Urban
E08000029,Solihull,5,Not answered,10765,6.169054441260744,6.169054441260744,West Midlands,9424,216252,4.3578787710633895,West Midlands,Predominantly Urban
E08000030,Walsall,5,Not answered,16945,7.595248767368893,7.595248767368893,West Midlands,26705,284128,9.398932875323798,West Midlands,Predominantly Urban
E08000031,Wolverhampton,5,Not answered,17363,8.329895126701912,8.329895126701912,West Midlands,38189,263729,14.480394647535919,West Midlands,Predominantly Urban
E08000032,Bradford,5,Not answered,36918,8.757181420106553,8.757181420106553,Yorkshire and The Humber,65208,546405,11.934004996293957,Yorkshire and The Humber,Predominantly Urban
E08000033,Calderdale,5,Not answered,11488,6.894151253645714,6.894151253645714,Yorkshire and The Humber,9294,206627,4.497960092340304,Yorkshire and The Humber,Predominantly Urban
E08000034,Kirklees,5,Not answered,25742,7.433975886217602,7.433975886217602,Yorkshire and The Humber,32424,433214,7.484522660855836,Yorkshire and The Humber,Predominantly Urban
E08000035,Leeds,5,Not answered,48264,7.329707762376779,7.329707762376779,Yorkshire and The Humber,71278,811950,8.778619373114108,Yorkshire and The Humber,Predominantly Urban
E08000036,Wakefield,5,Not answered,17945,6.240914244378135,6.240914244378135,Yorkshire and The Humber,18933,353373,5.357794738137888,Yorkshire and The Humber,Predominantly Urban
E08000037,Gateshead,5,Not answered,8874,5.486278122275872,5.486278122275872,North East,8010,196148,4.0836511205824175,North East,Predominantly Urban
E09000001,City of London,5,Not answered,830,10.369815092453774,10.369815092453774,London,1826,8585,21.269656377402445,London,Predominantly Urban
E09000002,Barking and Dagenham,5,Not answered,14780,9.137840427833936,9.137840427833936,London,50244,218866,22.956512203814206,London,Predominantly Urban
E09000003,Barnet,5,Not answered,30735,9.935219845225857,9.935219845225857,London,86047,389346,22.100393994031016,London,Predominantly Urban
E09000004,Bexley,5,Not answered,13640,6.965331644768086,6.965331644768086,London,22657,246462,9.192897890952763,London,Predominantly Urban
E09000005,Brent,5,Not answered,32188,11.698643977858787,11.698643977858787,London,110404,339820,32.48896474604202,London,Predominantly Urban
E09000006,Bromley,5,Not answered,19340,7.295690487687108,7.295690487687108,London,25701,329988,7.788465035092185,London,Predominantly Urban
E09000007,Camden,5,Not answered,18692,10.506553949232188,10.506553949232188,London,43382,210139,20.644430591180125,London,Predominantly Urban
E09000008,Croydon,5,Not answered,28344,9.131472717373445,9.131472717373445,London,60237,390721,15.416883146797844,London,Predominantly Urban
E09000009,Ealing,5,Not answered,30566,10.348341577202907,10.348341577202907,London,109501,367117,29.82727577311865,London,Predominantly Urban
E09000010,Enfield,5,Not answered,24858,9.66552869174359,9.66552869174359,London,74807,329990,22.669474832570685,London,Predominantly Urban
E09000011,Greenwich,5,Not answered,19674,8.563332709458665,8.563332709458665,London,50566,289073,17.49246730064724,London,Predominantly Urban
E09000012,Hackney,5,Not answered,26384,12.595718677793267,12.595718677793267,London,49524,259141,19.11083155502217,London,Predominantly Urban
E09000013,Hammersmith and Fulham,5,Not answered,15015,9.710464537241233,9.710464537241233,London,37965,183154,20.728458018934887,London,Predominantly Urban
E09000014,Haringey,5,Not answered,23733,10.9875,10.9875,London,69460,264238,26.28690801474428,London,Predominantly Urban
E09000015,Harrow,5,Not answered,22680,10.81952666956078,10.81952666956078,London,77406,261208,29.633855012097637,London,Predominantly Urban
E09000016,Havering,5,Not answered,14631,6.9761121441853815,6.9761121441853815,London,24935,262051,9.515323353087759,London,Predominantly Urban
E09000017,Hillingdon,5,Not answered,21451,8.868520493802661,8.868520493802661,London,64975,305908,21.24004602691005,London,Predominantly Urban
E09000018,Hounslow,5,Not answered,22459,9.821104508026465,9.821104508026465,London,78555,288181,27.25891019879867,London,Predominantly Urban
E09000019,Islington,5,Not answered,17719,9.649504972062779,9.649504972062779,London,39805,216587,18.378296019613366,London,Predominantly Urban
E09000020,Kensington and Chelsea,5,Not answered,13521,10.984734622915127,10.984734622915127,London,32962,143371,22.99070244331141,London,Predominantly Urban
E09000021,Kingston upon Thames,5,Not answered,11518,8.502628004488278,8.502628004488278,London,28104,168061,16.722499568609017,London,Predominantly Urban
E09000022,Lambeth,5,Not answered,24398,9.071777024213219,9.071777024213219,London,54987,317661,17.309962507201075,London,Predominantly Urban
E09000023,Lewisham,5,Not answered,23623,9.74501982170776,9.74501982170776,London,46869,300557,15.594047052638935,London,Predominantly Urban
E09000024,Merton,5,Not answered,15921,9.215034843608919,9.215034843608919,London,44398,215181,20.63286256686232,London,Predominantly Urban
E09000025,Newham,5,Not answered,29594,10.715747013647244,10.715747013647244,London,116570,351029,33.20808252309638,London,Predominantly Urban
E09000026,Redbridge,5,Not answered,23518,9.717499183941623,9.717499183941623,London,78711,310258,25.369531164385766,London,Predominantly Urban
E09000027,Richmond upon Thames,5,Not answered,11845,7.6010370009112265,7.6010370009112265,London,21368,195272,10.942685075177188,London,Predominantly Urban
E09000028,Southwark,5,Not answered,23592,9.210731798731924,9.210731798731924,London,53723,307634,17.463284292373405,London,Predominantly Urban
E09000029,Sutton,5,Not answered,12678,7.653162860609573,7.653162860609573,London,28868,209632,13.770798351396735,London,Predominantly Urban
E09000030,Tower Hamlets,5,Not answered,24688,9.762540285109832,9.762540285109832,London,80621,310304,25.981295761575744,London,Predominantly Urban
E09000031,Waltham Forest,5,Not answered,21087,9.490867847080322,9.490867847080322,London,59785,278436,21.471720610840553,London,Predominantly Urban
E09000032,Wandsworth,5,Not answered,22821,8.342289386528634,8.342289386528634,London,54091,327504,16.516134154086668,London,Predominantly Urban
E09000033,Westminster,5,Not answered,19885,11.20490006592775,11.20490006592775,London,52599,204223,25.755669048050418,London,Predominantly Urban
W06000001,Isle of Anglesey,5,Not answered,4552,7.965143747047193,7.965143747047193,Wales,622,68876,0.9030721876996342,Wales,Welsh/not specified
W06000002,Gwynedd,5,Not answered,9163,9.353054058468071,9.353054058468071,Wales,2855,117387,2.4321262149982537,Wales,Welsh/not specified
W06000003,Conwy,5,Not answered,7986,8.287327217633141,8.287327217633141,Wales,2057,114750,1.7925925925925925,Wales,Welsh/not specified
W06000004,Denbighshire,5,Not answered,6537,8.284331119785065,8.284331119785065,Wales,1610,95816,1.6803039158386905,Wales,Welsh/not specified
W06000005,Flintshire,5,Not answered,9287,7.279468246876421,7.279468246876421,Wales,5518,154955,3.5610338485366717,Wales,Welsh/not specified
W06000006,Wrexham,5,Not answered,8690,7.880370712951376,7.880370712951376,Wales,6682,135116,4.945380265845644,Wales,Welsh/not specified
W06000008,Ceredigion,5,Not answered,6405,10.43312537668388,10.43312537668388,Wales,2059,71471,2.8808887520812636,Wales,Welsh/not specified
W06000009,Pembrokeshire,5,Not answered,8094,7.892658287096177,7.892658287096177,Wales,1636,123359,1.3262104913301827,Wales,Welsh/not specified
W06000010,Carmarthenshire,5,Not answered,12307,7.915182074270352,7.915182074270352,Wales,4432,187897,2.358739096419847,Wales,Welsh/not specified
W06000011,Swansea,5,Not answered,15414,7.790474938971075,7.790474938971075,Wales,11023,238494,4.621919209707582,Wales,Welsh/not specified
W06000012,Neath Port Talbot,5,Not answered,8732,7.4514656312668,7.4514656312668,Wales,2009,142297,1.4118358082039677,Wales,Welsh/not specified
W06000013,Bridgend,5,Not answered,7729,6.468756800187476,6.468756800187476,Wales,2483,145484,1.7067168898298095,Wales,Welsh/not specified
W06000014,Vale of Glamorgan,5,Not answered,7089,6.59718021497371,6.59718021497371,Wales,2275,131932,1.7243731619319043,Wales,Welsh/not specified
W06000015,Cardiff,5,Not answered,22679,7.653731020913695,7.653731020913695,Wales,31088,362306,8.580592096183889,Wales,Welsh/not specified
W06000016,Rhondda Cynon Taf,5,Not answered,13742,7.089242324974335,7.089242324974335,Wales,3452,237652,1.452544056014677,Wales,Welsh/not specified
W06000018,Caerphilly,5,Not answered,9484,6.609888348364255,6.609888348364255,Wales,2046,175964,1.1627378327385147,Wales,Welsh/not specified
W06000019,Blaenau Gwent,5,Not answered,3914,7.097780356883796,7.097780356883796,Wales,1204,66906,1.7995396526469971,Wales,Welsh/not specified
W06000020,Torfaen,5,Not answered,5233,6.9668366328065705,6.9668366328065705,Wales,1318,92273,1.4283701624527216,Wales,Welsh/not specified
W06000021,Monmouthshire,5,Not answered,5423,6.931237218813906,6.931237218813906,Wales,1457,92955,1.5674250981657791,Wales,Welsh/not specified
W06000022,Newport,5,Not answered,8721,6.844133319730347,6.844133319730347,Wales,10035,159590,6.287987969171001,Wales,Welsh/not specified
W06000023,Powys,5,Not answered,9832,8.736837428355622,8.736837428355622,Wales,2496,133173,1.8742537901826946,Wales,Welsh/not specified
W06000024,Merthyr Tydfil,5,Not answered,2910,6.10357195293328,6.10357195293328,Wales,2176,58842,3.698038815811835,Wales,Welsh/not specified
